,1,2,3,4,5,6,7,8,9,10,11,12
A,3389,7517,5704,5715,6055,7504,6130,7510,7506,6122,3493,7523
B,3497,5701,6051,5728,7516,6061,6118,7512,7507,6088,3513,7524
C,3488,6058,7515,5548,7502,6062,7800,6132,6099,7033,3679,7525
D,3406,5501,7500,5670,6062,5950,6133,6095,7508,7034,3378,7526
E,3478,6067,7014,5574,6066,6134,7038,7023,5946,7513,7519,7527
F,3518,check id,7501,6064,6053,7017,7028,5848,7024,7514,7520,7528
G,3362,6052,6059,7007,5727,7018,5818,5848,7025,3535,7521,7529
H,3426,5549,5712,6054,6068,7019,7509,6128,5841,3445,7522,7530
